name,price,rating,reviews_count,asin
"SSD Sandisk Plus - 500GB, NVMe, M.2 2280, Leitura até 2400MB/s, Gravação até 1500MB/s","R$191,91","4,8 de 5",632 avaliações de cl,B0CN3PBS2Z
